test_number,input,symptoms,rank,medicine_name
319,40歳男性です。発熱と咳があります。,"発熱, 咳, 熱",3,ヘパリーゼドリンクⅡ
320,35歳女性です。妊娠中で、のどが痛いです。,"のど, 痛",1,オトナノーシンピュア
320,35歳女性です。妊娠中で、のどが痛いです。,"のど, 痛",2,クミアイ新いたみどめカプセル
320,35歳女性です。妊娠中で、のどが痛いです。,"のど, 痛",3,プレミナスＩＰクイックａ
321,50歳男性です。高血圧で、めまいがします。,めまい,1,半夏厚朴湯
321,50歳男性です。高血圧で、めまいがします。,めまい,2,奥田脳神経薬
321,50歳男性です。高血圧で、めまいがします。,めまい,3,アネロン「キャップ」
322,45歳女性です。更年期で、イライラします。,更年期,1,安静錠
322,45歳女性です。更年期で、イライラします。,更年期,2,バイグロミン
322,45歳女性です。更年期で、イライラします。,更年期,3,ラムールＱ
323,20歳男性です。かぜをひいて、熱が出ました。,熱,1,ハイゼリーロイヤル
323,20歳男性です。かぜをひいて、熱が出ました。,熱,2,新ハイゼリーエースⅡ
323,20歳男性です。かぜをひいて、熱が出ました。,熱,3,ヘパリーゼドリンクⅡ
324,18歳女性です。生理痛がひどいです。,"生理痛, 痛",1,ノーシン
324,18歳女性です。生理痛がひどいです。,"生理痛, 痛",2,ノーシンホワイト＜細粒＞
324,18歳女性です。生理痛がひどいです。,"生理痛, 痛",3,ノーシンホワイト錠
325,60歳男性です。関節痛があります。,"関節痛, 痛",1,ノーシンピュア《ピルケース》
325,60歳男性です。関節痛があります。,"関節痛, 痛",2,オトナノーシンピュア
325,60歳男性です。関節痛があります。,"関節痛, 痛",3,イブ
326,55歳女性です。不眠と疲労感があります。,"疲労, 不眠",1,ピュアＣホワイト
326,55歳女性です。不眠と疲労感があります。,"疲労, 不眠",2,ピュアナＣチュアブル錠
326,55歳女性です。不眠と疲労感があります。,"疲労, 不眠",3,ホワイピュアＥＸ
327,10歳の子供です。発熱と咳があります。,"発熱, 咳, 熱",1,ハイゼリーロイヤル
327,10歳の子供です。発熱と咳があります。,"発熱, 咳, 熱",2,新ハイゼリーエースⅡ
327,10歳の子供です。発熱と咳があります。,"発熱, 咳, 熱",3,ヘパリーゼドリンクⅡ
328,5歳の子供です。鼻水とくしゃみが出ます。,"鼻水, 鼻",1,新エザック鼻炎Ｌ
328,5歳の子供です。鼻水とくしゃみが出ます。,"鼻水, 鼻",2,新ビノック鼻炎用カプセル
328,5歳の子供です。鼻水とくしゃみが出ます。,"鼻水, 鼻",3,フジビトール鼻炎薬Ｓ
329,70歳男性です。腰痛があります。,"腰痛, 痛",1,雲仙散
329,70歳男性です。腰痛があります。,"腰痛, 痛",2,ノーシンピュア《ピルケース》
329,70歳男性です。腰痛があります。,"腰痛, 痛",3,オトナノーシンピュア
330,65歳女性です。めまいとふらつきがあります。,めまい,1,半夏厚朴湯
330,65歳女性です。めまいとふらつきがあります。,めまい,2,奥田脳神経薬
330,65歳女性です。めまいとふらつきがあります。,めまい,3,アネロン「キャップ」
331,15歳です。頭痛がします。,"頭痛, 痛",1,大柴胡湯
331,15歳です。頭痛がします。,"頭痛, 痛",2,清風散
331,15歳です。頭痛がします。,"頭痛, 痛",3,ノーシンピュア《ピルケース》
332,12歳です。腹痛と下痢があります。,"腹痛, 下痢, 痛",1,太田漢方胃腸薬Ⅱ
332,12歳です。腹痛と下痢があります。,"腹痛, 下痢, 痛",2,太田漢方胃腸薬Ⅱ＜錠剤＞
332,12歳です。腹痛と下痢があります。,"腹痛, 下痢, 痛",3,大正胃腸薬Ｋ
333,妊娠中です。つわりで吐き気があります。,吐き気,1,アネロン「ニスキャップ」
333,妊娠中です。つわりで吐き気があります。,吐き気,2,エアミットサットＦ
333,妊娠中です。つわりで吐き気があります。,吐き気,3,センパアＰｒｏ
334,授乳中です。のどが痛いです。,"のど, 痛",1,オトナノーシンピュア
334,授乳中です。のどが痛いです。,"のど, 痛",2,クミアイ新いたみどめカプセル
334,授乳中です。のどが痛いです。,"のど, 痛",3,プレミナスＩＰクイックａ
335,アレルギーがあります。鼻水とくしゃみが出ます。,"鼻水, 鼻",1,新エザック鼻炎Ｌ
335,アレルギーがあります。鼻水とくしゃみが出ます。,"鼻水, 鼻",2,新ビノック鼻炎用カプセル
335,アレルギーがあります。鼻水とくしゃみが出ます。,"鼻水, 鼻",3,フジビトール鼻炎薬Ｓ
336,持病で高血圧です。めまいがします。,めまい,1,半夏厚朴湯
336,持病で高血圧です。めまいがします。,めまい,2,奥田脳神経薬
336,持病で高血圧です。めまいがします。,めまい,3,アネロン「キャップ」
337,頭痛がひどいです,"頭痛, 痛",1,大柴胡湯
337,頭痛がひどいです,"頭痛, 痛",2,清風散
337,頭痛がひどいです,"頭痛, 痛",3,ノーシンピュア《ピルケース》
338,頭痛が激しいです,"頭痛, 痛",1,大柴胡湯
338,頭痛が激しいです,"頭痛, 痛",2,清風散
338,頭痛が激しいです,"頭痛, 痛",3,ノーシンピュア《ピルケース》
339,頭痛が軽いです,"頭痛, 痛",1,大柴胡湯
339,頭痛が軽いです,"頭痛, 痛",2,清風散
339,頭痛が軽いです,"頭痛, 痛",3,ノーシンピュア《ピルケース》
340,頭痛が少しあります,"頭痛, 痛",1,大柴胡湯
340,頭痛が少しあります,"頭痛, 痛",2,清風散
340,頭痛が少しあります,"頭痛, 痛",3,ノーシンピュア《ピルケース》
341,発熱が高いです,"発熱, 熱",1,ハイゼリーロイヤル
341,発熱が高いです,"発熱, 熱",2,新ハイゼリーエースⅡ
341,発熱が高いです,"発熱, 熱",3,ヘパリーゼドリンクⅡ
342,発熱が微熱です,"発熱, 熱",1,ハイゼリーロイヤル
342,発熱が微熱です,"発熱, 熱",2,新ハイゼリーエースⅡ
342,発熱が微熱です,"発熱, 熱",3,ヘパリーゼドリンクⅡ
343,発熱が続いています,"発熱, 熱",1,ハイゼリーロイヤル
343,発熱が続いています,"発熱, 熱",2,新ハイゼリーエースⅡ
343,発熱が続いています,"発熱, 熱",3,ヘパリーゼドリンクⅡ
344,発熱が一時的です,"発熱, 熱",1,ハイゼリーロイヤル
344,発熱が一時的です,"発熱, 熱",2,新ハイゼリーエースⅡ
344,発熱が一時的です,"発熱, 熱",3,ヘパリーゼドリンクⅡ
